From,To,Operator,Distance,Duration,Bus Type,Departure,Arrival,Cost
Durgapur,Kolkata,Jai Dada,103,00:02:35,Volvo/Mercedeze,4:10:00 PM,6:45:00 PM,6030
Durgapur,Kolkata,Royal Cruiser,120,00:03:00,VOLVO,3:00:00 PM,6:00:00 PM,5000
Durgapur,Kolkata,Royal Cruiser,100,00:02:30,VOLVO,12:30:00 PM,3:00:00 PM,6280
Ilkal,Mumbai,VRL,628,00:12:00,New 2+2 Executive Air-Bus,7:15:00 PM,7:15:00 AM,1270
Ilkal,Bangalore,VRL,497,00:08:30,Sleeper / Seater(40/AB/N),9:45:00 PM,6:15:00 AM,1630
Ilkal,Bangalore,VRL,497,00:08:30,Multi-Axle VOLVO A/c Semi Sleeper,10:45:00 PM,7:15:00 AM,1630
Ilkal,Bangalore,VRL,497,00:08:30,New 2+2 Executive Air-Bus,9:30:00 PM,6:00:00 AM,1630
Ilkal,Bangalore,VRL,497,00:08:30,Sleeper / Coach(N),9:00:00 PM,5:30:00 AM,1630
Ilkal,Bangalore,VRL,497,00:08:30,Sleeper / Seater(40/AB/N),10:15:00 PM,6:45:00 AM,1630
Ilkal,Bangalore,Srs Travels (SRS Travels),497,00:07:15,"2+1, Sleeper, Non-AC, Non-Video",10:15:00 PM,5:30:00 AM,2030
Ilkal,Bangalore,VRL,497,00:08:30,Sleeper / Coach(N),8:30:00 PM,5:00:00 AM,1630
Ilkal,Bangalore,Srs Travels (SRS Travels),497,00:07:45,"2+2, Air Suspension, Non-AC, Video",9:45:00 PM,5:30:00 AM,1850
Ilkal,Bangalore,Seabird Tourists,497,00:09:15,"1+2, Sleeper, Non-AC",9:45:00 PM,7:00:00 AM,1430
Ilkal,Bangalore,VRL,497,00:08:30,Sleeper / Coach(N),10:00:00 PM,6:30:00 AM,1630
Ilkal,Tumkur,Seabird Tourists,425,00:07:45,"1+2, Sleeper, Non-AC",9:45:00 PM,5:30:00 AM,1670
Khalghat,Pune,Hans Travels Indore-,534,00:11:15,Non A/c,9:20:00 PM,8:35:00 AM,1140
Khalghat,Pune,Hans Travels Indore-,534,00:10:00,Volvo  A/c,8:25:00 PM,6:25:00 AM,1360
Khalghat,Pune,Hans Travels Indore-,534,00:11:15,Non A/c,8:20:00 PM,7:35:00 AM,1140
Khalghat,Pune,Hans Travels Indore-NON STOP,534,00:09:35,Volvo  A/c,11:35:00 PM,9:10:00 AM,1450
Khalghat,Pune,Hans Travels Indore-,534,00:10:15,A/c,11:05:00 PM,9:20:00 AM,1320
Khalghat,Pune,Hans Travels Indore-,534,00:09:35,Volvo  A/c,9:15:00 PM,6:50:00 AM,1450
Khalghat,Sinnar,Hans Travels Indore-,352,00:07:55,A/c,12:10:00 AM,8:05:00 AM,1440
Khalghat,Sinnar,Hans Travels Indore-,352,00:07:10,Volvo  A/c,8:25:00 PM,3:35:00 AM,1700
Khalghat,Kopargaon,Hans Travels Indore-,303,00:05:50,Volvo  A/c,9:15:00 PM,3:05:00 AM,2220
Khalghat,Kopargaon,Hans Travels Indore-,303,00:06:20,A/c,11:05:00 PM,5:25:00 AM,1950
Khalghat,Kopargaon,Hans Travels Indore-,303,00:06:20,A/c,12:10:00 AM,6:30:00 AM,1950
Khalghat,Kopargaon,Hans Travels Indore-,303,00:06:20,Non A/c,9:20:00 PM,3:40:00 AM,1950
Khalghat,Kopargaon,Hans Travels Indore-,303,00:06:20,Non A/c,8:20:00 PM,2:40:00 AM,1950
Khalghat,Sangamner,Hans Travels Indore-,392,00:08:00,Volvo  A/c,8:25:00 PM,4:25:00 AM,1510
Khalghat,Yeola,Hans Travels Indore-,285,00:05:50,Non A/c,9:20:00 PM,3:10:00 AM,2170
Khalghat,Yeola,Hans Travels Indore-,285,00:05:50,Non A/c,8:20:00 PM,2:10:00 AM,2170
Khalghat,Yeola,Hans Travels Indore-,285,00:05:50,A/c,12:10:00 AM,6:00:00 AM,2170
Khalghat,Yeola,Hans Travels Indore-,285,00:05:20,Volvo  A/c,9:15:00 PM,2:35:00 AM,2490
Khalghat,Yeola,Hans Travels Indore-,285,00:05:50,A/c,11:05:00 PM,4:55:00 AM,2170
Khalghat,Shirdi,Hans Travels Indore-NON STOP,314,00:06:15,Volvo  A/c,11:35:00 PM,5:50:00 AM,2020
Khalghat,Shirdi,Hans Travels Indore-,314,00:06:45,Non A/c,8:20:00 PM,3:05:00 AM,1780
Khalghat,Shirdi,Hans Travels Indore-,314,00:06:45,A/c,11:05:00 PM,5:50:00 AM,1780
Khalghat,Shirdi,Hans Travels Indore-,314,00:06:15,Volvo  A/c,9:15:00 PM,3:30:00 AM,2020
Khalghat,Shirdi,Hans Travels Indore-,314,00:06:45,Non A/c,9:20:00 PM,4:05:00 AM,1780
Khalghat,Shirdi,Hans Travels Indore-,314,00:06:45,A/c,12:10:00 AM,6:55:00 AM,1780
Khalghat,Ahmednagar,Hans Travels Indore-NON STOP,401,00:07:35,Volvo  A/c,11:35:00 PM,7:10:00 AM,1670
Khalghat,Ahmednagar,Hans Travels Indore-,401,00:08:15,A/c,11:05:00 PM,7:20:00 AM,1460
Khalghat,Ahmednagar,Hans Travels Indore-,401,00:08:45,Non A/c,8:20:00 PM,5:05:00 AM,1320
Khalghat,Ahmednagar,Hans Travels Indore-,401,00:08:45,Non A/c,9:20:00 PM,6:05:00 AM,1320
Khalghat,Ahmednagar,Hans Travels Indore-,401,00:07:35,Volvo  A/c,9:15:00 PM,4:50:00 AM,1670
Khalghat,Mumbai,Hans Travels Indore-,493,00:11:30,Non A/c,9:50:00 PM,9:20:00 AM,1000
Khalghat,Mumbai,Hans Travels Indore-,493,00:10:30,A/c,10:35:00 PM,9:05:00 AM,1170
Khalghat,Mumbai,Hans Travels Indore-,493,00:09:30,Volvo  A/c,8:35:00 PM,6:05:00 AM,1370
Khalghat,Mumbai,Hans Travels Indore-,493,00:11:10,Non A/c,8:50:00 PM,8:00:00 AM,1050
Khalghat,Mumbai,Hans Travels Indore-NON STOP,493,00:10:30,A/c,12:20:00 AM,10:50:00 AM,1170
Khalghat,Manmad,Hans Travels Indore-,261,00:05:20,A/c,12:10:00 AM,5:30:00 AM,2430
Khalghat,Manmad,Hans Travels Indore-,261,00:05:20,Non A/c,9:20:00 PM,2:40:00 AM,2430
Khalghat,Manmad,Hans Travels Indore-,261,00:04:50,Volvo  A/c,9:15:00 PM,2:05:00 AM,2820
Khalghat,Manmad,Hans Travels Indore-,261,00:05:20,Non A/c,8:20:00 PM,1:40:00 AM,2430
Khalghat,Manmad,Hans Travels Indore-,261,00:05:20,A/c,11:05:00 PM,4:25:00 AM,2430
Khalghat,Malegaon,Hans Travels Indore-,180,00:04:30,Non A/c,9:20:00 PM,1:50:00 AM,2920
Khalghat,Malegaon,Hans Travels Indore-,167,00:04:10,Volvo  A/c,9:15:00 PM,1:25:00 AM,3250
Khalghat,Malegaon,Hans Travels Indore-,180,00:04:30,A/c,12:10:00 AM,4:40:00 AM,2920
Khalghat,Malegaon,Hans Travels Indore-,180,00:04:30,Non A/c,9:50:00 PM,2:20:00 AM,2920
Khalghat,Malegaon,Hans Travels Indore-,180,00:04:30,Volvo  A/c,8:35:00 PM,1:05:00 AM,2920
Khalghat,Malegaon,Hans Travels Indore-,180,00:04:30,Volvo  A/c,8:25:00 PM,12:55:00 AM,2920
Khalghat,Malegaon,Hans Travels Indore-NON STOP,180,00:04:30,A/c,12:20:00 AM,4:50:00 AM,2920
Khalghat,Malegaon,Hans Travels Indore-,180,00:04:30,A/c,11:05:00 PM,3:35:00 AM,2920
Khalghat,Malegaon,Hans Travels Indore-,180,00:04:30,Non A/c,11:35:00 PM,4:05:00 AM,2920
Khalghat,Malegaon,Hans Travels Indore-,180,00:04:30,A/c,10:35:00 PM,3:05:00 AM,2920
Khalghat,Malegaon,Hans Travels Indore-,180,00:04:30,Non A/c,8:20:00 PM,12:50:00 AM,2920
Khalghat,Malegaon,Hans Travels Indore-,187,00:04:40,Non A/c,8:50:00 PM,1:30:00 AM,2780
Madduru,Hyderabad,Kaveri Kamakshi Travels,410,00:10:15,Hi-Tech Non A/c,8:45:00 PM,7:00:00 AM,1010
Nagoor,Virudunagar,Universal Travels,254,00:06:21,MultiAxle-B9RVOLVO,10:45:00 PM,5:06:00 AM,1810
Nagoor,Angamaly,Universal Travels,366,00:09:09,MultiAxle-B9RVOLVO,9:20:00 PM,6:29:00 AM,1130
Nagoor,Devipattinam,Universal Travels,252,00:06:18,UniversalSeat+Sleeper(43),10:00:00 PM,4:18:00 AM,1830
Nagoor,Devipattinam,Universal Travels,252,00:06:18,UniversalSeat+Sleeper(43),4:30:00 AM,10:48:00 AM,1830
Nagoor,Ramnad,Universal Travels,255,00:06:23,UniversalSeat+Sleeper(43),10:00:00 PM,4:23:00 AM,1800
Nagoor,Ramnad,Universal Travels,194,00:04:51,UniversalSeat+Sleeper(43),4:30:00 AM,9:21:00 AM,2640
Nagoor,Manamelkudi,Universal Travels,208,00:05:12,UniversalSeat+Sleeper(43),4:30:00 AM,9:42:00 AM,2400
Nagoor,Ernakulam,Universal Travels,407,00:10:11,MultiAxle-B9RVOLVO,9:20:00 PM,7:31:00 AM,1010
Nagoor,Trivandrum,Universal Travels,510,00:12:45,MultiAxle-B9RVOLVO,10:45:00 PM,11:30:00 AM,870
Nagoor,Trivandrum,Universal Travels,510,00:12:45,UniversalSeat+Sleeper(43),10:00:00 PM,10:45:00 AM,870
Nagoor,Madurai,Universal Travels,202,00:05:03,MultiAxle-B9RVOLVO,10:45:00 PM,3:48:00 AM,2500
Nagoor,Trichur,Universal Travels,330,00:08:15,MultiAxle-B9RVOLVO,9:20:00 PM,5:35:00 AM,1280
Nagoor,Bangalore,Durgamba Motors,340,00:08:30,Non A/C Sleeper,8:20:00 PM,7:00:00 AM,1230
Nagoor,Bangalore,Universal Travels,340,00:08:30,UniversalSSleeper(36),7:15:00 PM,3:45:00 AM,1230
Nagoor,Bangalore,Durgamba Motors,340,00:08:30,2+2 AIR BUS,8:15:00 PM,5:30:00 AM,1230
Nagoor,Kovilpati,Universal Travels,309,00:07:44,MultiAxle-B9RVOLVO,10:45:00 PM,6:29:00 AM,1390
Nagoor,Tutucorin,Universal Travels,255,00:06:23,UniversalSeat+Sleeper(43),10:00:00 PM,4:23:00 AM,1800
Nagoor,Chennai,SRM Transports India Private Limited,291,00:07:17,Pushback-A/C,10:00:00 PM,5:17:00 AM,1500
Nagoor,Chennai,Universal Travels,291,00:07:17,UniversalSeat+Sleeper(43),9:45:00 PM,5:02:00 AM,1500
Nagoor,Chennai,SRM Transports India Private Limited,291,00:07:17,2+2 Hi-Tech Non AC Seater,9:45:00 PM,5:02:00 AM,1500
Nagoor,Chennai,Universal Travels,291,00:07:17,Universal-Nona/c,10:30:00 PM,5:47:00 AM,1500
Nagoor,Chennai,Universal Travels,291,00:07:17,MultiAxle-B9RVOLVO,1:30:00 PM,8:47:00 PM,1500
Nagoor,Hosur,Universal Travels,231,00:05:47,UniversalSSleeper(36),7:15:00 PM,1:02:00 AM,2070
Nagoor,Mallipattinam,Universal Travels,165,00:04:08,UniversalSeat+Sleeper(43),4:30:00 AM,8:38:00 AM,3280
Nagoor,Ervadi,Universal Travels,293,00:07:20,UniversalSeat+Sleeper(43),4:30:00 AM,11:50:00 AM,1490
Nagoor,Thondi,Universal Travels,227,00:05:41,UniversalSeat+Sleeper(43),4:30:00 AM,10:11:00 AM,2120
Nagoor,Thondi,Universal Travels,227,00:05:41,UniversalSeat+Sleeper(43),10:00:00 PM,3:41:00 AM,2120
Nagoor,Kaliyakkavilai,Universal Travels,477,00:11:56,UniversalSeat+Sleeper(43),10:00:00 PM,9:56:00 AM,900
Nagoor,Valliyur,Universal Travels,409,00:10:14,MultiAxle-B9RVOLVO,10:45:00 PM,8:59:00 AM,1010
Nagoor,Marthandam,Universal Travels,471,00:11:47,UniversalSeat+Sleeper(43),10:00:00 PM,9:47:00 AM,900
Nagoor,Marthandam,Universal Travels,471,00:11:47,MultiAxle-B9RVOLVO,10:45:00 PM,10:32:00 AM,900
Nagoor,Coimbatore,Universal Travels,235,00:05:53,MultiAxle-B9RVOLVO,9:20:00 PM,3:13:00 AM,2020
Nagoor,Palakkad,Universal Travels,276,00:06:54,MultiAxle-B9RVOLVO,9:20:00 PM,4:14:00 AM,1620
Nagoor,Alwae,Universal Travels,381,00:09:32,MultiAxle-B9RVOLVO,9:20:00 PM,6:52:00 AM,1080
Nagoor,Mimisal,Universal Travels,225,00:05:38,UniversalSeat+Sleeper(43),4:30:00 AM,10:08:00 AM,2140
Nagoor,Salakudi,Universal Travels,353,00:08:50,MultiAxle-B9RVOLVO,9:20:00 PM,6:10:00 AM,1180
Nagoor,Kottapattinam,Universal Travels,181,00:04:32,UniversalSeat+Sleeper(43),4:30:00 AM,9:02:00 AM,2890
Nagoor,Nagercoil,Universal Travels,445,00:11:08,MultiAxle-B9RVOLVO,10:45:00 PM,9:53:00 AM,940
Nagoor,Nagercoil,Universal Travels,445,00:11:08,UniversalSeat+Sleeper(43),10:00:00 PM,9:08:00 AM,940
Nagoor,Kattumavadi,Universal Travels,201,00:05:02,UniversalSeat+Sleeper(43),4:30:00 AM,9:32:00 AM,2510
Konaje,Bangalore,Sugama Tourist (Ganesh Tourists),356,00:07:00,"1+2, Sleeper/Seater, Non-AC, Non-Video",10:15:00 PM,5:15:00 AM,1780
Konaje,Bangalore,Anand Travels,356,00:09:40,"2+1, Sleeper, Non-AC",8:00:00 PM,5:40:00 AM,990
Khandwa,Talegaon,Hans Travels Indore-,307,00:07:40,Non A/c,10:20:00 PM,6:00:00 AM,1410
Khandwa,Nagpur,Hans Travels Indore-,400,00:10:10,Non A/c,10:20:00 PM,8:30:00 AM,1000
Khandwa,Indore,Hans Travels Indore-,130,00:03:20,Non A/c,5:10:00 AM,8:30:00 AM,4360
Narasapuram,Hyderabad,Kaveri Kamakshi Travels,460,00:11:30,Hi-Tech Non A/c,7:00:00 PM,6:30:00 AM,920
Narasapuram,Hyderabad,Dhanunjaya Tours,410,00:10:15,2+1 A/C Executive Class Semi Sleeper,8:15:00 PM,6:30:00 AM,1010
Narasapuram,Hyderabad,Kaveri Kamakshi Travels,480,00:12:00,Hi-Tech Non A/c,6:30:00 PM,6:30:00 AM,900
Narasapuram,Hyderabad,Kaveri Kamakshi Travels,440,00:11:00,Volvo Semi Sleeper,7:30:00 PM,6:30:00 AM,950
Varagani,Hyderabad,Morning Star Travels,363,00:09:05,"2+2, Air Suspension, Non-AC,",9:50:00 PM,6:55:00 AM,1140
Devgadh,Ahmedabad,shrinath travel agency,172,00:11:30,Non A/c,7:00:00 PM,6:30:00 AM,200
Devgadh,HimmatNagar,shrinath travel agency,186,00:10:00,Non A/c,7:00:00 PM,5:00:00 AM,500
Baldiya,Ahmedabad,Shree Sahjanand Travels,360,00:09:00,Odinary,8:30:00 PM,5:30:00 AM,1150
Baldiya,Gandhinagar,Shree Sahjanand Travels,400,00:10:00,Odinary,8:30:00 PM,6:30:00 AM,1030
Honnavar,Satara,Neeta Tours and Travels,463,00:09:15,B9R Multi-Axle Semi Sleeper Volvo A/C,7:35:00 PM,4:50:00 AM,1350
Honnavar,Satara,Neeta Tours and Travels,463,00:09:15,B9R Multi-Axle Semi Sleeper Volvo A/C,5:30:00 PM,2:45:00 AM,1350
Honnavar,Hubli,Neeta Tours and Travels,178,00:06:15,B9R Multi-Axle Semi Sleeper Volvo A/C,5:30:00 PM,11:45:00 PM,1680
Honnavar,Hubli,Neeta Tours and Travels,178,00:06:15,B9R Multi-Axle Semi Sleeper Volvo A/C,7:35:00 PM,1:50:00 AM,1680
Honnavar,Bangalore,VRL,439,00:09:00,New 2+2 Executive Air-Bus,10:15:00 PM,7:15:00 AM,1350
Honnavar,Bangalore,Srs Travels (SRS Travels),439,00:08:30,"2+1, Sleeper, Non-AC, Non-Video",10:00:00 PM,6:30:00 AM,1480
Honnavar,Bangalore,VRL,439,00:09:00,Sleeper / Coach(N),9:00:00 PM,6:00:00 AM,1350
Honnavar,Bangalore,Srs Travels (SRS Travels),439,00:08:45,"2+1, Sleeper, Non-AC, Non-Video",8:45:00 PM,5:30:00 AM,1410
Honnavar,Bangalore,Seabird Tourists,439,00:09:00,"1+2, Sleeper/Seater, Non-AC",9:30:00 PM,6:30:00 AM,1350
Honnavar,Bangalore,Seabird Tourists,439,00:09:15,"1+2, Sleeper",9:15:00 PM,6:30:00 AM,1290
Honnavar,Bangalore,VRL,439,00:09:00,Sleeper / Coach(N),10:00:00 PM,7:00:00 AM,1350
Honnavar,Bangalore,VRL,439,00:09:00,New 2+2 Executive Air-Bus,9:45:00 PM,6:45:00 AM,1350
Honnavar,Bangalore,Seabird Tourists,439,00:09:15,"1+2, Sleeper/Seater, Non-AC",10:00:00 PM,7:15:00 AM,1290
Honnavar,Bangalore,Srs Travels (SRS Travels),439,00:09:00,"2+2, Executive AirBus, Non-AC, Video",9:30:00 PM,6:30:00 AM,1350
Honnavar,Belgaum,Neeta Tours and Travels,238,00:07:15,B9R Multi-Axle Semi Sleeper Volvo A/C,7:35:00 PM,2:50:00 AM,1380
Honnavar,Belgaum,Neeta Tours and Travels,238,00:07:15,B9R Multi-Axle Semi Sleeper Volvo A/C,5:30:00 PM,12:45:00 AM,1380
Honnavar,Karad,Neeta Tours and Travels,463,00:08:45,B9R Multi-Axle Semi Sleeper Volvo A/C,7:35:00 PM,4:20:00 AM,1470
Honnavar,Karad,Neeta Tours and Travels,463,00:08:45,B9R Multi-Axle Semi Sleeper Volvo A/C,5:30:00 PM,2:15:00 AM,1470
Honnavar,Pune,Canara Pinto Travels,570,00:10:00,"2+2, Multi Axle Volvo SemiSleeper, AC,",6:30:00 PM,4:30:00 AM,1460
Honnavar,Pune,Canara Pinto Travels,570,00:10:15,"2+1, Sleeper, AC,",7:15:00 PM,5:30:00 AM,1410
Honnavar,Pune,Neeta Tours and Travels,570,00:10:15,B9R Multi-Axle Semi Sleeper Volvo A/C,5:30:00 PM,3:45:00 AM,1410
Honnavar,Pune,Neeta Tours and Travels,570,00:10:15,B9R Multi-Axle Semi Sleeper Volvo A/C,7:35:00 PM,5:50:00 AM,1410
Honnavar,Pune,Canara Pinto Travels,570,00:10:20,"2+1, Sleeper, AC,",5:40:00 PM,4:00:00 AM,1390
Honnavar,Pune,Neeta Tours and Travels,570,00:10:20,B9R Multi-Axle Semi Sleeper Volvo A/C,8:40:00 PM,7:00:00 AM,1390
Honnavar,Pune,Canara Pinto Travels,570,00:12:15,"2+2, Air Suspension, Non-AC, Video",5:15:00 PM,5:30:00 AM,1090
Honnavar,Tumkur,Seabird Tourists,369,00:07:30,"1+2, Sleeper/Seater, Non-AC",10:00:00 PM,5:30:00 AM,1620
Honnavar,Kolhapur,Neeta Tours and Travels,343,00:08:15,B9R Multi-Axle Semi Sleeper Volvo A/C,7:35:00 PM,3:50:00 AM,1310
Honnavar,Kolhapur,Neeta Tours and Travels,343,00:08:15,B9R Multi-Axle Semi Sleeper Volvo A/C,5:30:00 PM,1:45:00 AM,1310
Honnavar,Mumbai,Neeta Tours and Travels,716,00:14:20,B9R Multi-Axle Semi Sleeper Volvo A/C,8:40:00 PM,11:00:00 AM,1220
Honnavar,Mumbai,Neeta Tours and Travels,716,00:14:15,B9R Multi-Axle Semi Sleeper Volvo A/C,7:35:00 PM,9:50:00 AM,1220
Honnavar,Mumbai,Canara Pinto Travels,716,00:14:45,"2+2, Air Suspension, Non-AC, Video",5:15:00 PM,8:00:00 AM,1180
Honnavar,Mumbai,Anand Travels,716,00:16:00,"2+2, Volvo Semi Sleeper, AC,",1:00:00 PM,5:00:00 AM,1070
Honnavar,Mumbai,VRL,716,00:17:54,Multi-Axle VOLVO A/c Semi Sleeper,6:15:00 PM,6:15:00 PM,940
Honnavar,Mumbai,Neeta Tours and Travels,716,00:14:15,B9R Multi-Axle Semi Sleeper Volvo A/C,5:30:00 PM,7:45:00 AM,1220
Honnavar,Mumbai,Anand Travels,716,00:19:30,"2+2, Gold Class Air-Suspension, Non-AC, Video",11:00:00 AM,6:30:00 AM,850
Honnavar,Mumbai,Canara Pinto Travels,716,00:12:45,"2+1, Sleeper, AC,",7:15:00 PM,8:00:00 AM,1390
Honnavar,Mumbai,Canara Pinto Travels,716,00:12:20,"2+1, Sleeper, AC,",5:40:00 PM,6:00:00 AM,1440
Honnavar,Mumbai,VRL,716,00:17:54,Multi-Axle VOLVO A/c Semi Sleeper,9:15:00 PM,9:15:00 PM,940
Honnavar,Mumbai,Canara Pinto Travels,716,00:11:45,"2+2, Multi Axle Volvo SemiSleeper, AC,",6:30:00 PM,6:15:00 AM,1520
Honnavar,Hyderabad,VRL,686,00:17:09,Multi-Axle VOLVO A/c Semi Sleeper,6:45:00 PM,6:45:00 PM,910
Chittoor,Hosur,KPN Travels,180,00:04:30,2+2 VOLVO A/C(MULTI AXLE) : 44,3:30:00 PM,8:00:00 PM,2920
Chittoor,Bangalore,KPN Travels,177,00:05:30,2+2 VOLVO A/C(MULTI AXLE) : 44,3:30:00 PM,9:00:00 PM,2110
Chittoor,Bangalore,Srs Travels (SRS Travels),177,00:09:45,"2+1, Sleeper, Non-AC, Non-Video",7:15:00 PM,5:00:00 AM,520
Chittoor,Bangalore,Srs Travels (SRS Travels),177,00:09:30,"2+2, Executive AirBus, Non-AC, Video",7:30:00 PM,5:00:00 AM,580
Chittoor,Vijayawada,Sree Kaleswari Travels,484,00:08:00,Volvo B9R Multi-Axle Semi Sleeper,11:00:00 PM,7:00:00 AM,1740
Chittoor,Hyderabad,Jai Bharat Travels,573,00:10:45,Hitech Non A/C 2+1,7:15:00 PM,6:00:00 AM,1320
Chittoor,Hyderabad,Jai Bharat Travels,573,00:11:15,Hitech Non A/C 2+1,6:15:00 PM,5:30:00 AM,1240
Chittoor,Hyderabad,Jai Bharat Travels,573,00:10:00,Hitech Non A/C 2+1,9:15:00 PM,7:15:00 AM,1460
Chittoor,Hyderabad,Jai Bharat Travels,573,00:10:45,A/C Classy Semi Sleeper,8:15:00 PM,7:00:00 AM,1320
Chittoor,Hyderabad,Diwakar Travels,573,00:08:30,Volvo A/C B9R Multi-Axle Semi Sleeper,9:30:00 PM,6:00:00 AM,1820
Chittoor,Hyderabad,Diwakar Travels,573,00:09:00,Volvo B9R Multi-Axle Semi Sleeper,9:00:00 PM,6:00:00 AM,1680
Gadu,Ahmedabad,SHREE HARI TRAVELS,290,00:07:15,A/c,10:40:00 PM,5:55:00 AM,1510
Gadu,Ahmedabad,SHREE HARI TRAVELS,290,00:07:15,Non A/c,10:35:00 PM,5:50:00 AM,1510
Gadu,Ahmedabad,SHREE HARI TRAVELS,162,00:04:03,Non A/c,10:15:00 PM,2:18:00 AM,3370
Melkar,Belgaum,Ganesh Travels (Ganesh Tourists),444,00:11:00,"1+2, Sleeper/Seater, Non-AC, Non-Video",8:30:00 PM,7:30:00 AM,960
Melkar,Hubli,Ganesh Travels (Ganesh Tourists),384,00:09:30,"1+2, Sleeper/Seater, Non-AC, Non-Video",8:30:00 PM,6:00:00 AM,1100
Melkar,Bangalore,Sugama Tourist (Ganesh Tourists),340,00:07:10,"2+1, Sleeper/Seater, Non-AC",10:05:00 PM,5:15:00 AM,1670
Melkar,Bangalore,Sugama Tourist (Ganesh Tourists),340,00:07:15,"1+2, Sleeper/Seater, Non-AC",10:45:00 PM,6:00:00 AM,1640
Melkar,Bangalore,Sugama Tourist (Ganesh Tourists),340,00:06:50,"1+2, Sleeper/Seater, Non-AC, Non-Video",10:25:00 PM,5:15:00 AM,1810
Melkar,Bangalore,Sugama Tourist (Ganesh Tourists),340,00:06:50,"1+2, Sleeper/Seater, Non-AC, Non-Video",11:10:00 PM,6:00:00 AM,1810
Melkar,Bangalore,Sugama Tourist (Ganesh Tourists),340,00:07:14,"1+2, Sleeper/Seater, Non-AC",10:30:00 PM,5:44:00 AM,1640
Melkar,Dharwad,Ganesh Travels (Ganesh Tourists),389,00:10:00,"1+2, Sleeper/Seater, Non-AC, Non-Video",8:30:00 PM,6:30:00 AM,1000
Vegendla X Road,Hyderabad,Morning Star Travels,284,00:07:25,"2+2, Air Suspension, Non-AC,",10:20:00 PM,5:45:00 AM,1440
Thallur,Dharwad,Sugama Tourists Nish V (Sugama  Tourists),707,01:06:45,"1+2, Sleeper/Seater, Non-AC",10:45:00 PM,5:30:00 AM,450
Thallur,Hubli,Sugama Tourists Nish V (Sugama  Tourists),689,01:06:15,"1+2, Sleeper/Seater, Non-AC",10:45:00 PM,5:00:00 AM,410
Thallur,Belgaum,Sugama Tourists Nish V (Sugama  Tourists),782,00:08:45,"1+2, Sleeper/Seater, Non-AC",10:45:00 PM,7:30:00 AM,2270
Thallur,Bangalore,Durgamba Motors,265,00:06:38,Seat cum Sleeper,6:25:00 PM,5:30:00 AM,1710
Thallur,Bangalore,Durgamba Motors,265,00:06:38,Non A/C Sleeper,9:15:00 PM,7:00:00 AM,1710
Thallur,Bangalore,Sugama D (Sugama  Tourists),265,00:10:45,"2+2, Semi Sleeper, Non-AC",8:15:00 PM,7:00:00 AM,550
Thallur,Bangalore,Durgamba Motors,265,00:06:38,2+2 AIR BUS,9:00:00 PM,5:30:00 AM,1710
Navunda,Hubli,Sri Durgamba Travels,248,00:04:40,2+1 Seater-Sleeper Airbus,11:35:00 PM,4:15:00 AM,2940
Navunda,Hubli,Sugama Tourists Nish V (Sugama  Tourists),248,00:05:50,"1+2, Sleeper/Seater, Non-AC",11:10:00 PM,5:00:00 AM,2080
Navunda,Bangalore,Sri Durgamba Travels,440,00:09:05,2+1NEW SEAT -SLEEPER AIR BUS,8:55:00 PM,6:00:00 AM,1330
Navunda,Bangalore,Durgamba Motors,440,00:11:00,2+2 AIR BUS,8:25:00 PM,5:30:00 AM,950
Navunda,Bangalore,Durgamba Motors,440,00:11:00,Non A/C Sleeper,8:30:00 PM,7:00:00 AM,950
Navunda,Bangalore,Sugama D (Sugama  Tourists),440,00:10:05,"2+2, Semi Sleeper, Non-AC",8:55:00 PM,7:00:00 AM,1110
Navunda,Belgaum,Sri Durgamba Travels,307,00:06:10,2+1 Seater-Sleeper Airbus,11:35:00 PM,5:45:00 AM,2040
Navunda,Belgaum,Sugama Tourists Nish V (Sugama  Tourists),307,00:08:20,"1+2, Sleeper/Seater, Non-AC",11:10:00 PM,7:30:00 AM,1200
Navunda,Dharwad,Sri Durgamba Travels,252,00:05:10,2+1 Seater-Sleeper Airbus,11:35:00 PM,4:45:00 AM,2530
Navunda,Dharwad,Sugama Tourists Nish V (Sugama  Tourists),252,00:06:20,"1+2, Sleeper/Seater, Non-AC",11:10:00 PM,5:30:00 AM,1820
Palghat(Palakkad),Chennai,Kallada Travels,546,00:13:39,Multiaxle B9R VOLVO A/C SEMI SLEEPER,8:45:00 PM,10:24:00 AM,860
Uchila,Kulai,Sri Durgamba Travels,23,00:00:35,2+1 Seater-Sleeper Airbus,8:55:00 PM,9:30:00 PM,32370
Uchila,Hubli,Sri Durgamba Travels,321,00:07:25,2+1 Seater-Sleeper Airbus,8:50:00 PM,4:15:00 AM,1530
Uchila,Hubli,Sri Durgamba Travels,321,00:07:25,2+2 Pushback Luxury Seater,5:35:00 PM,1:00:00 AM,1530
Uchila,Hubli,Ganesh Travels (Ganesh Tourists),321,00:06:50,"1+2, Sleeper/Seater, Non-AC, Non-Video",11:40:00 PM,6:30:00 AM,1760
Uchila,Bangalore,Durgamba Motors,396,00:09:54,Non A/C Sleeper,8:35:00 PM,6:00:00 AM,1040
Uchila,Bangalore,Sugama Tourists E (Sugama  Tourists),396,00:07:48,"2+1, Sleeper/Seater, Non-AC",10:12:00 PM,6:00:00 AM,1580
